"data_Persona","data_productividad_per","data_Tcamp","data_sumCOD","data_sumHRSLB","data_GRADO2","data_sum_variedad_total_AL","data_sum_variedad_total_CC","data_sum_variedad_total_CP","data_sum_variedad_total_JS","data_sum_variedad_total_MG","data_sum_variedad_total_RG","data_sum_variedad_total_SG","data_sum_variedad_total_TC","data_sum_variedad_total_TM","data_sum_variedad_total_VN","data_sum_aux_bono_total","data_sum_hora_extra","data_n_lote","data_n_fundo","data_T_RangoEdad","data_Testado_civil","data_Tsexo","data_T_numero_hijos","data_dias_empresa","data_Tedad","data_numero_hijos","data_pobreza","data_n_variedad","data_veces","data_DEUDA_PROM_U6M","data_PEOR_CALIF_U6M","data_MODA_CALIF_U6M","data_NRO_ENT_PROM_U6M","data_TIPCRE_UM","data_DIAS_ATRASO_PROM_U6M","data_BANCARIZADO","data_distancia","data_import_unico","data_total","data_bono_produc","data_otros_bono","dummies_Tsexo_Mujer","sede_cod","data_numero_asistentes","data_asistente_mediana_Tedad","data_asistente_mediana_numero_hijos","data_asistente_dias_empresa","cluster"
4179,113.449953911643,19,21158.4164045214,186.5,"SECUNDARIA IMCOMPLETA",0,566.76,0,578.83,0,2092.51,0,0,216.15,0,2255.83,0,12,4,"DE 31 A 50","Soltero(a)","Mujer","con hijos",144,34,2,45.9,4,4,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,5.92314046776367,1198.42,3454.25,2255.83,0,1,"Ica",6,35,0,NA,2
4180,112.211761363636,19,9874.635,88,"SECUNDARIA COMPLETA",124.7,0,0,0,124.65,0,0,0,423.94,0,59.36,0,5,4,"MAS DE 50","Soltero(a)","Mujer","sin hijos",338,56,0,13.9,3,5,605.28,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",7757.5,1,5.92314046776367,613.93,673.29,59.36,0,1,"Ica",1,39,0,1113,2
4180,43.1052631578947,20,2457,57,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,346.47,0,84.64,44.77,1,1,"MAS DE 50","Soltero(a)","Mujer","sin hijos",280,57,0,13.9,1,5,605.28,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",8067.33,1,5.92314046776367,191.58,346.47,110.12,0,1,"Ica",1,45,0,2964,4
4182,51.7777777777778,20,466,9,"SECUNDARIA IMCOMPLETA",16.42,0,0,0,0,16.42,0,0,16.42,0,0,49.26,3,3,"MENOR A 30","Soltero(a)","Mujer","con hijos",1115,28,1,41.25,3,4,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,2.69268693119756,0,49.26,0,0,1,"Ica",3,37,0,2511,4
4183,107.095713437345,19,31325.4961804233,292.5,"SECUNDARIA COMPLETA",0,214.24,0,0,0,0,175.74,0,2298.15,0,998.48,46.89,9,3,"MENOR A 30","Soltero(a)","Mujer","con hijos",121,30,1,13.1,3,4,1776.44,"0.NORMAL","0.NORMAL",1,"MICROEMPRESAS",0,1,180.400793835469,1642.76,2688.13,998.48,0,1,"Ica",8,34,0,1030,3
4185,2.47088888888889,19,55.595,22.5,"SECUNDARIA COMPLETA",0,120.23,0,0,0,0,0,0,0,0,15.99,0,2,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",122,48,1,41.25,1,2,4396.08,"0.NORMAL","0.NORMAL",3,"CONSUMO NO REVOLVENTE",0,1,5.92314046776367,104.24,120.23,15.99,0,1,"Ica",1,31,2,742,4
4186,53.9767441860465,20,2321,43,"SUPERIOR - TECNICO",0,0,0,0,0,0,0,0,332.62,0,71.08,65.67,2,2,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",1837,44,0,41.25,1,5,14598.2,"0.NORMAL","0.NORMAL",3,"MICROEMPRESAS",0,1,2.69268693119756,174.7,332.62,92.25,0,1,"Ica",2,39,0,NA,1
4186,66.3366666666667,19,995.05,15,"SUPERIOR - TECNICO",0,0,0,0,0,112.05,0,0,62.68,0,25.17,0,2,2,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",1837,43,0,41.25,2,5,13803.57,"0.NORMAL","0.NORMAL",3.5,"MICROEMPRESAS",0,1,2.69268693119756,149.56,174.73,25.17,0,1,"Ica",2,44,0,2024.5,1
4188,39.1891891891892,20,1450,37,"SECUNDARIA IMCOMPLETA",0,177.68,0,0,0,0,0,0,126.03,0,39.59,131.32,3,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",302,31,1,13.9,2,2,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,5.92314046776367,157.66,333.52,14.73,29.81,1,"Ica",7,NA,NA,NA,4
4188,37.248,19,93.12,2.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,0,0,15.63,0,0,15.63,1,1,"MENOR A 30","Soltero(a)","Mujer","con hijos",238,30,1,13.9,1,2,997.63,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",2,1,5.92314046776367,0,15.63,0,0,1,"Ica",1,32,0,3703,4
4189,99.8038888888889,19,449.1175,4.5,"SECUNDARIA IMCOMPLETA",34.94,0,0,0,0,0,0,0,0,0,14.01,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",102,40,1,45.9,1,4,1757.09,"1.CPP","0.NORMAL",1.83,"CONSUMO REVOLVENTE",0,1,4.79582369048168,20.93,34.94,14.01,0,1,"Ica",1,33,0,NA,4
4189,45.28,20,8490,187.5,"SECUNDARIA IMCOMPLETA",0,1295.89,0,653.56,0,11.34,0,0,155.64,0,1273.47,16.42,8,5,"DE 31 A 50","Soltero(a)","Mujer","con hijos",80,41,1,45.9,4,4,1860.31,"1.CPP","1.CPP",2,"CONSUMO REVOLVENTE",4.67,1,4.79582369048168,826.54,2116.43,1273.47,0,1,"Ica",2,40,0,NA,2
4192,48.7532467532468,20,3754,77,"SECUNDARIA COMPLETA",0,100.98,0,0,0,0,0,0,511.59,0,264.44,0,4,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",290,35,3,45.9,2,2,1000,"0.NORMAL","0.NORMAL",1,"MICROEMPRESAS",0,1,5.92314046776367,348.13,612.57,264.44,0,1,"Ica",2,32.5,1,709.5,4
4193,53.6094420600858,20,12491,233,"SECUNDARIA COMPLETA",0,582.52,0,1165.09,0,0,0,0,392.24,0,1092.12,0,7,3,"DE 31 A 50","Soltero(a)","Mujer","con hijos",671,33,2,45.9,3,5,1880.45,"4.EN PERDIDA","3.DUDOSO",2.17,"CONSUMO NO REVOLVENTE",50.38,1,4.79582369048168,1056.36,2148.48,1083.49,8.63,1,"Ica",5,32,2,NA,2
4193,30.2042447129909,19,4998.8025,165.5,"SECUNDARIA COMPLETA",0,739.28,327.46,307.11,0,0,0,0,0,0,496.8,15.63,5,3,"DE 31 A 50","Soltero(a)","Mujer","con hijos",671,32,2,45.9,3,5,4693.8,"4.EN PERDIDA","3.DUDOSO",4.17,"CONSUMO NO REVOLVENTE",30.86,1,4.79582369048168,861.42,1373.85,496.8,0,1,"Ica",4,34.5,0,845.5,2
4198,72.1204311669112,19,17164.6626177249,238,"SECUNDARIA IMCOMPLETA",0,169.33,0,0,389.7,0,251.82,0,1313.82,0,677.2,0,12,4,"MENOR A 30","Soltero(a)","Mujer","sin hijos",155,24,0,41.25,4,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,2.69268693119756,1447.47,2124.67,677.2,0,1,"Ica",7,39,0,2509,3
4200,45.3870625,19,2178.579,48,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,275.09,0,35.09,0,2,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",74,34,2,45.9,1,1,301.44,"4.EN PERDIDA","4.EN PERDIDA",1.5,"MICROEMPRESAS",2728.33,1,6.05239151999867,240,275.09,35.09,0,1,"Ica",2,42.5,0,2164.5,4
4201,32.5643564356436,20,3289,101,"SECUNDARIA COMPLETA",0,14.92,0,145.18,35.58,11.73,0,0,311.16,0,118.04,14.92,6,5,"MENOR A 30","Soltero(a)","Hombre","sin hijos",325,30,0,41.25,5,3,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,4.79582369048168,420.57,553.53,83.08,34.96,0,"Ica",5,44,1,2740,4
4205,45.9375,20,735,16,NA,0,0,0,0,0,0,0,0,87.99,0,15.66,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",325,33.0806688178351,0.71066784003129,34.5197862535543,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,NA,72.33,87.99,15.66,0,0,"Ica",1,32,2,742,4
4206,82.4848484848485,20,4083,49.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,530.54,0,0,52.93,0,359.6,0,4,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",79,41,1,41.25,2,2,419.01,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,53.4616749693809,223.87,583.47,359.6,0,1,"Ica",3,32,0,NA,4
4206,77.4637314399601,19,17274.4121111111,223,"SECUNDARIA IMCOMPLETA",471.88,237.03,277.15,411.95,0,0,0,0,1615.97,0,1698.4,12.31,11,7,"DE 31 A 50","Soltero(a)","Mujer","con hijos",164,40,1,41.25,5,2,400.21,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,53.4616749693809,1303.27,3013.98,1698.4,0,1,"Ica",10,35,0,NA,3
4207,26.1127450980392,20,5327,204,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,991.25,0,0,0,0,96.13,0,5,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",119,34,1,41.25,1,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,2.69268693119756,922.5,1018.63,68.75,27.38,1,"Ica",7,NA,NA,NA,2
4207,93.4320215401882,19,18219.2442003367,195,"SECUNDARIA IMCOMPLETA",233.94,0,0,0,42.34,1019.91,0,0,0,0,327.97,0,8,3,"DE 31 A 50","Soltero(a)","Mujer","con hijos",214,33,1,41.25,3,5,1675.53,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",4.67,1,2.69268693119756,1019.09,1347.06,277.1,50.87,1,"Ica",6,32.5,0.5,NA,2
4208,52.8005839895013,19,6705.67416666667,127,"PRIMARIA COMPLETA",149.07,113.4,195.18,272.3,0,64.12,0,0,326.08,0,406.73,0,8,6,"DE 31 A 50","Soltero(a)","Mujer","con hijos",121,32,2,41.25,6,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,49.0671069128811,713.42,1120.15,406.73,0,1,"Ica",5,39,1,1113,2
4212,65.6581469648562,20,20551,313,"SECUNDARIA COMPLETA",0,493.36,0,0,0,0,0,0,2634.55,0,1684.47,0,10,4,"MENOR A 30","Soltero(a)","Mujer","con hijos",325,26,1,41.25,2,5,2261.27,"4.EN PERDIDA","4.EN PERDIDA",1.83,"MICROEMPRESAS",296.18,1,2.69268693119756,1443.44,3127.91,1684.47,0,1,"Ica",4,29.5,0,1226,3
4212,138.244185202881,19,20667.5056878307,149.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,1957.22,0,824.44,0,7,1,"MENOR A 30","Soltero(a)","Mujer","con hijos",731,25,1,41.25,1,5,1610.89,"4.EN PERDIDA","4.EN PERDIDA",1.33,"MICROEMPRESAS",407.38,1,2.69268693119756,1132.78,1957.22,824.44,0,1,"Ica",4,43,2,1266.5,2
4214,63.5135135135135,20,1175,18.5,"PRIMARIA INCOMPLETA",0,0,0,0,0,0,0,0,161.13,0,79.45,0,1,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",308,26,1,41.25,1,2,621.9,"0.NORMAL","0.NORMAL",1.17,"CONSUMO NO REVOLVENTE",0,1,49.0671069128811,83.65,163.1,77.48,1.97,0,"Ica",1,50,3,3304,4
4215,81.3929866619867,19,7528.85126623377,92.5,"SECUNDARIA COMPLETA",0,0,0,0,0,259.36,0,32.94,964.02,0,582.89,64.87,7,4,"DE 31 A 50","Soltero(a)","Mujer","con hijos",157,36,3,45.9,3,2,2575.72,"1.CPP","1.CPP",1,"MICROEMPRESAS",9.67,1,76.4235384444485,608.56,1256.32,582.89,0,1,"Ica",4,41,2,NA,2
4221,86.2677860338766,19,19280.8501785714,223.5,"SECUNDARIA COMPLETA",0,132.77,0,0,0,0,113.71,0,1989.29,0,939.12,62.54,9,3,"DE 31 A 50","Soltero(a)","Mujer","con hijos",163,32,2,45.9,3,2,1639.82,"4.EN PERDIDA","4.EN PERDIDA",1.67,"MICROEMPRESAS",60.8,1,4.79582369048168,1234.11,2235.77,939.12,0,1,"Ica",5,36,0,1487,2
4221,75.2127659574468,20,17675,235,"SECUNDARIA COMPLETA",356.77,0,0,0,0,1994.46,0,0,0,0,1288.47,0,12,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",303,33,2,45.9,2,2,1490.55,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",19.17,1,4.79582369048168,1062.76,2351.23,1288.47,0,1,"Ica",6,32,0,1777.5,2
4222,80.4971145149526,19,18393.5906666667,228.5,"PRIMARIA COMPLETA",366.02,0,0,0,0,0,0,0,2283.77,0,1289.53,78.17,6,4,"DE 31 A 50","Soltero(a)","Mujer","con hijos",84,38,2,45.9,2,2,15655.23,"0.NORMAL","0.NORMAL",2,"CONSUMO NO REVOLVENTE",0,1,79.5639535346896,1282.09,2649.79,1289.53,0,1,"Ica",8,33.5,0,NA,3
4226,12,20,18,1.5,"PRIMARIA INCOMPLETA",0,0,0,0,0,6.78,0,0,0,0,1.59,0,1,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",297,26,0,13.9,1,4,2900.13,"0.NORMAL","0.NORMAL",1,"MICROEMPRESAS",0,1,6.05239151999867,6.78,8.37,0,1.59,0,"Ica",1,28,2,689,4
4226,105.025,19,1680.4,16,"PRIMARIA INCOMPLETA",114.94,0,0,0,0,0,0,0,0,0,54.69,0,2,1,"MENOR A 30","Soltero(a)","Hombre","sin hijos",240,25,0,13.9,1,4,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,6.05239151999867,77.31,132,37.63,17.06,0,"Ica",1,34,2,643,4
4227,83.9204382206365,19,27441.9832981481,327,"SECUNDARIA COMPLETA",0,212.83,0,0,332.72,0,375.76,0,1493.2,0,581.97,78.16,11,4,"DE 31 A 50","Soltero(a)","Mujer","con hijos",182,43,1,45.9,4,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,4.79582369048168,1754.38,2414.51,581.97,0,1,"Ica",9,30,0,1487,3
4227,38.8333333333333,20,466,12,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,57.58,0,2.16,16.42,1,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",325,44,1,45.9,1,5,2788.64,"0.NORMAL","0.NORMAL",2,"CONSUMO NO REVOLVENTE",0,1,4.79582369048168,40.69,59.27,0.47,1.69,1,"Ica",2,29,0,NA,4
4230,56.1417112299465,20,20997,374,"SECUNDARIA IMCOMPLETA",0,1428.98,0,0,0,117.41,0,0,2212.46,0,2026.31,98.51,13,6,"DE 31 A 50","Soltero(a)","Mujer","con hijos",325,40,3,41.25,3,3,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,6.05239151999867,1598.22,3764.59,2062.12,5.74,1,"Ica",17,35,0,NA,3
4230,104.329906940603,19,33229.075360582,318.5,"SECUNDARIA IMCOMPLETA",0,427.24,0,0,0,0,429.48,0,1745.48,0,868.91,15.63,10,3,"DE 31 A 50","Soltero(a)","Mujer","con hijos",245,39,3,41.25,3,3,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,6.05239151999867,1717.66,2602.2,868.91,0,1,"Ica",15,36,0,2098,3
4239,93.5618666666667,19,10525.71,112.5,"PRIMARIA COMPLETA",167.09,0,0,0,408.23,0,0,0,42.22,0,50.53,46.89,6,3,"DE 31 A 50","Soltero(a)","Mujer","con hijos",210,45,3,45.9,3,5,5640.6,"1.CPP","0.NORMAL",2.5,"MICROEMPRESAS",0.6,1,4.79582369048168,520.12,617.54,50.53,0,1,"Ica",7,NA,NA,NA,2
4239,26.2699619771863,20,6909,263,"PRIMARIA COMPLETA",0,0,0,0,0,1236.11,0,0,0,0,52.31,65.68,6,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",330,46,3,45.9,1,5,6400.32,"1.CPP","0.NORMAL",2.33,"MICROEMPRESAS",2,1,4.79582369048168,1149.61,1267.6,20.82,31.49,1,"Ica",8,28,1,NA,2
4240,152.547209668439,19,66815.6778347763,438,"SECUNDARIA IMCOMPLETA",770.79,424.69,96.68,604.24,810.87,2543.26,0,0,552,0,3359.45,87.14,20,8,"MENOR A 30","Soltero(a)","Mujer","con hijos",123,28,1,45.9,7,3,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,215.64320934973,2355.94,5802.53,3359.45,0,1,"Ica",10,NA,NA,NA,3
4241,82.6158602579365,19,23132.4408722222,280,"SECUNDARIA COMPLETA",0,83.02,0,0,0,0,97.18,0,1659.21,0,288.63,0,10,3,"DE 31 A 50","Viudo(a)","Mujer","con hijos",188,44,1,13.1,3,2,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,6.05239151999867,1550.78,1839.41,288.63,0,1,"Ica",10,35,1,1491,3
4241,19.8686868686869,20,1967,99,"SECUNDARIA COMPLETA",0,371.73,0,0,0,0,0,0,149.18,0,73.2,0,3,2,"DE 31 A 50","Viudo(a)","Mujer","con hijos",296,45,1,13.1,2,2,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,6.05239151999867,447.71,520.91,73.2,0,1,"Ica",2,24.5,1,NA,4
4243,27.1198344827586,19,786.475199999999,29,"SECUNDARIA COMPLETA",0,0,0,0,0,0,134.21,0,0,0,0,0,2,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",157,28,1,45.9,1,1,NA,"4.EN PERDIDA","4.EN PERDIDA",NA,NA,NA,1,4.79582369048168,134.21,134.21,0,0,0,"Ica",1,38,1,3328,4
4245,99.8913265169534,19,16332.2318855219,163.5,"SECUNDARIA COMPLETA",0,267.01,0,0,93.48,746.41,0,0,0,0,195.58,0,6,3,"DE 31 A 50","Soltero(a)","Mujer","con hijos",192,41,2,45.9,3,2,800,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",0,1,4.79582369048168,911.88,1107.46,195.02,0.56,1,"Ica",6,35.5,0,NA,2
4248,41.1804511278196,20,5477,133,"SECUNDARIA COMPLETA",0,49.54,0,0,0,0,0,0,732.27,0,180.54,0,6,4,"MENOR A 30","Soltero(a)","Mujer","sin hijos",310,28,0,41.25,2,2,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,2.69268693119756,601.27,781.81,180.54,0,1,"Ica",5,33,0,1050,2
4251,40,20,540,13.5,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,70.44,0,9.39,0,1,1,"DE 31 A 50","Soltero(a)","Hombre","con hijos",259,32,1,45.9,1,1,1525.89,"0.NORMAL","0.NORMAL",1,"MICROEMPRESAS",0,1,116.134551732159,61.05,70.44,9.39,0,0,"Ica",1,25,2,311,4
4252,59.3260206896552,19,12903.4095,217.5,"SECUNDARIA IMCOMPLETA",0,0,0,0,304.06,0,0,0,1282.46,0,367.61,31.26,6,4,"DE 31 A 50","Soltero(a)","Mujer","con hijos",171,36,3,13.9,2,3,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,5.92314046776367,1187.65,1586.52,367.61,0,1,"Ica",1,29,0,1022,2
4256,104.439501580978,19,26214.3148968254,251,"SECUNDARIA COMPLETA",0,342.83,93.67,497.45,0,1977.85,0,0,376.23,0,1854.95,0,15,6,"DE 31 A 50","Soltero(a)","Mujer","con hijos",123,34,1,41.25,5,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,6.05239151999867,1433.08,3288.03,1854.95,0,1,"Ica",5,34,0,NA,3
4283,34.3959390862944,20,3388,98.5,"PRIMARIA COMPLETA",0,0,0,688.69,0,0,0,0,0,0,247.34,65.67,3,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",265,47,2,45.9,1,2,6121.27,"1.CPP","0.NORMAL",2.83,"CONSUMO NO REVOLVENTE",11.35,1,53.1848218877654,304.22,688.69,318.8,0,1,"Ica",1,44,1,1049,4
4302,20.1875,20,323,16,"SECUNDARIA IMCOMPLETA",0,0,0,0,0,0,0,0,129.95,0,68.05,0,1,1,"MENOR A 30","Soltero(a)","Hombre","con hijos",2145,28,1,41.25,1,1,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,2.69268693119756,72.33,140.38,57.62,10.43,0,"Ica",2,39.5,0.5,2295,1
4315,73.9350067546376,19,15341.5139015873,207.5,"SECUNDARIA COMPLETA",0,430.85,0,0,357.92,0,530.87,0,730.05,0,600.82,15.63,11,4,"DE 31 A 50","Soltero(a)","Mujer","con hijos",128,33,1,45.9,4,4,1512.29,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",0,1,4.79582369048168,1433.24,2049.69,600.82,0,1,"Ica",6,37.5,0,1784,3
4331,30.0104956018518,19,2881.00757777778,96,"SECUNDARIA COMPLETA",0,75.67,0,0,0,0,371.38,0,0,0,2.42,0,3,2,"DE 31 A 50","Casado(a)/conviviente/unionlibre","Mujer","con hijos",245,49,3,13.9,2,3,1698.1,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",0,1,5.92314046776367,444.63,447.05,2.42,0,1,"Ica",3,38,1,1046,4
4331,28.4074074074074,20,4602,162,"SECUNDARIA COMPLETA",0,375.31,0,0,0,0,0,0,547.83,0,184.7,98.51,5,2,"DE 31 A 50","Casado(a)/conviviente/unionlibre","Mujer","con hijos",311,50,3,13.9,2,3,903.62,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",0,1,5.92314046776367,614.49,934.43,210.14,11.29,1,"Ica",4,26,0,1377,2
4358,41.2670454545455,20,7263,176,"SECUNDARIA IMCOMPLETA",0,539.74,0,0,0,0,0,0,858.02,0,607.49,0,5,3,"MENOR A 30","Soltero(a)","Mujer","con hijos",378,29,3,13.9,2,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,49.0671069128811,795.92,1403.41,601.84,5.65,1,"Ica",5,33,0,NA,2
4358,86.023683139277,19,28731.9101685185,334,"SECUNDARIA IMCOMPLETA",0,159.31,0,0,0,0,259.35,0,1973.8,0,590.46,0,10,3,"MENOR A 30","Soltero(a)","Mujer","con hijos",338,28,3,13.9,3,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,49.0671069128811,1805.92,2396.38,586.54,3.92,1,"Ica",11,39,1,1843,3
4360,51.5065145003972,19,8060.76951931217,156.5,"SECUNDARIA IMCOMPLETA",0,308.58,0,0,0,0,347.24,0,564.9,0,301.52,31.26,7,3,"DE 31 A 50","Soltero(a)","Mujer","con hijos",686,39,3,41.25,3,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,2.69268693119756,898.07,1230.85,291.39,10.13,1,"Ica",7,38,1,2219,2
4360,55.675,20,6681,120,"SECUNDARIA IMCOMPLETA",0,84.22,0,0,0,0,0,0,1025.02,0,463.51,147.75,3,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",416,40,3,41.25,2,5,742.99,"0.NORMAL","0.NORMAL",1,"CONSUMO REVOLVENTE",0,1,2.69268693119756,365.86,1117.2,595.63,7.96,1,"Ica",8,NA,NA,NA,4
4369,98.7966679451547,19,38086.1154928571,385.5,"PRIMARIA COMPLETA",0,186.54,0,0,0,0,389.47,0,2544.11,0,977.85,109.44,10,3,"MAS DE 50","Casado(a)/conviviente/unionlibre","Mujer","con hijos",338,58,1,41.25,3,4,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,2.69268693119756,2032.83,3120.12,977.85,0,1,"Ica",10,38.5,0,1266.5,3
4370,86.2605363984674,20,22514,261,"SECUNDARIA IMCOMPLETA",926.26,418.53,0,0,42.22,897.23,0,0,950.5,0,2005.1,0,11,5,"MENOR A 30","Soltero(a)","Mujer","con hijos",92,29,2,41.25,5,3,1932.32,"0.NORMAL","0.NORMAL",1.17,"MICROEMPRESAS",0,1,49.0671069128811,1229.64,3234.74,2005.1,0,1,"Ica",4,32.5,0,2113,2
4370,44.6331941609977,19,1249.72943650794,28,"SECUNDARIA IMCOMPLETA",0,119.98,0,0,0,157.44,0,0,0,0,74.88,31.26,4,2,"MENOR A 30","Soltero(a)","Mujer","con hijos",87,28,2,41.25,2,3,1514.11,"0.NORMAL","0.NORMAL",1.33,"MICROEMPRESAS",0,1,49.0671069128811,171.28,277.42,74.88,0,1,"Ica",2,51,1,3425.5,4
4392,20.1666666666667,20,121,6,"SECUNDARIA COMPLETA",0,16.42,0,0,16.42,0,0,0,0,0,0,32.84,2,2,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",2511,39,0,41.25,2,5,3264.85,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",3379.67,1,2.69268693119756,0,32.84,0,0,1,"Ica",2,45.5,0,4617,1
4392,64.1666666666666,19,128.333333333333,2,"SECUNDARIA COMPLETA",0,0,0,0,0,0,0,0,12.31,0,0,12.31,1,1,"DE 31 A 50","Soltero(a)","Mujer","sin hijos",2511,38,0,41.25,1,5,3264.85,"4.EN PERDIDA","4.EN PERDIDA",1,"MICROEMPRESAS",3100.5,1,2.69268693119756,0,12.31,0,0,1,"Ica",1,32,0,NA,1
4405,26.3746223564955,20,4365,165.5,"SECUNDARIA COMPLETA",0,392.4,0,0,0,0,0,0,549.3,0,146.95,0,4,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",383,43,2,45.9,2,5,1946.27,"0.NORMAL","0.NORMAL",1,"CONSUMO REVOLVENTE",0,1,4.79582369048168,800.49,947.44,141.21,5.74,1,"Ica",4,27.5,0.5,NA,2
4405,169.058745791246,19,12848.4646801347,76,"SECUNDARIA COMPLETA",0,0,0,0,0,570.97,0,0,0,0,72.37,0,4,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",338,42,2,45.9,1,5,3141.57,"0.NORMAL","0.NORMAL",1,"MICROEMPRESAS",0,1,4.79582369048168,498.6,570.97,72.37,0,1,"Ica",5,41,2,NA,2
4406,5.6969696969697,20,94,16.5,"PRIMARIA COMPLETA",0,0,0,0,64.24,0,0,0,15.31,0,9.27,0,2,2,"DE 31 A 50","Soltero(a)","Mujer","con hijos",318,36,1,43,2,2,880.94,"0.NORMAL","0.NORMAL",1,"CONSUMO NO REVOLVENTE",0,1,5.92314046776367,74.62,83.89,4.93,4.34,1,"Ica",2,33.5,1,NA,4
4406,55.003125,19,880.05,16,"PRIMARIA COMPLETA",0,0,0,0,100.45,0,0,0,0,0,6.25,0,1,1,"DE 31 A 50","Soltero(a)","Mujer","con hijos",245,35,1,43,1,2,647,"0.NORMAL","0.NORMAL",1.17,"CONSUMO NO REVOLVENTE",0,1,5.92314046776367,94.2,100.45,6.25,0,1,"Ica",1,36,0,4408,4
4407,36.9,20,5904,160,"SECUNDARIA COMPLETA",0,439.77,0,0,0,0,0,0,695.39,0,417.34,0,4,2,"MAS DE 50","Soltero(a)","Mujer","con hijos",87,52,1,45.9,2,4,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,0,4.79582369048168,723.56,1140.9,411.6,5.74,1,"Ica",1,34,2,1114,2
4408,51.4873417721519,20,8135,158,"SECUNDARIA IMCOMPLETA",0,612.1,0,0,0,0,0,0,1051.72,0,882.38,49.25,4,3,"DE 31 A 50","Soltero(a)","Mujer","con hijos",324,38,2,41.25,2,5,NA,"8.SIN CALIFICACION",NA,NA,NA,NA,1,53.4616749693809,648.66,1669.57,965.91,5.75,1,"Ica",6,33,1.5,707.5,2
